1.170679,0.596009,-0.798852,1.359718,-0.741255,-1.005878,-0.924644,-0.772973,0.802333,-1.191719,-0.921718,0.278205,2.044939,0.189334,2.177554,1.135037,1.589563,1.845400,0.100736,-2.398163,-0.356477,-0.531776,0.627702,-0.289921,-0.520209,-0.287703,2.418356,-1.051042,0.762958,0.966093,1.651914,1.698855,0.362025,0.576561,-0.437822,0.452624,0.620933,1.890840,-0.355057,-0.291021,-0.808794,2.244682,-0.665107,0.560281,0.684110,-1.155008,0.096866,0.418091,-0.405587,-0.833008,-0.031160,1.097075,-0.208506,-0.747222,0.827775,1.246330,0.596300,-0.583561,1.385438,-0.466108,0.214533,1.220476,0.525145,-1.408431,-1.284198,-0.439682,0.874240,0.054340,-0.879839,-0.400242,-0.899858,1.538266,0.495517,1.203213,-3.250333,-0.692943,0.277421,-0.175243,-0.051395,-2.818304,1.028699,0.225171,-1.983762,-0.619600,-0.563553,-0.674938,-0.011610,2.112089,-1.070754,-1.986291,-0.212690,-0.700118,-0.549554,1.209531,-1.864270,0.155579,-1.518422,-0.605656,-1.445400,0.938411,0.000000
0.653893,0.788754,0.231528,-0.878499,-0.651952,-0.673442,-2.229677,0.241076,0.720989,0.508763,-1.084968,-0.937953,1.741384,-0.625107,1.322618,0.785483,0.814535,-0.259687,-2.018234,0.444858,-0.228361,-1.769510,0.648547,1.133688,0.353039,0.455176,-1.135597,-1.527121,0.790686,-0.624773,-1.149180,0.459709,0.231541,-1.224557,0.093458,-0.719472,0.943159,-0.974167,-1.794455,0.042263,0.994003,-0.186148,0.165385,0.479003,0.666906,-2.578293,0.097417,-0.864896,1.983374,0.832092,0.405240,-0.187074,-1.628254,-0.618989,0.965264,-0.519674,-0.064310,-0.706743,-1.902626,1.027553,-1.478674,-0.994772,0.524793,-0.038261,-0.904295,-1.248663,-1.281415,1.146472,-1.324833,0.820607,0.392045,-0.100028,-1.185852,1.090472,1.346673,2.117730,0.263819,-0.348466,-1.212741,-1.459787,-0.832070,2.842594,-0.278585,-0.828303,0.790618,1.275247,-0.071706,0.373122,-1.456858,-0.853566,-0.462629,1.480183,1.044980,-0.008871,-0.042268,1.598648,0.786017,-1.271284,0.832401,1.024886,0.000000
1.918606,-0.627421,0.195403,-0.775607,0.202383,1.584231,0.759500,2.124556,-0.860565,-1.422877,-0.483933,-0.264356,1.764914,-1.347996,-0.367237,-1.170925,0.217208,1.502734,-0.323042,-1.063354,1.725694,-0.924357,-0.772542,-1.180972,0.788204,-0.247340,1.237181,-0.353264,0.099826,0.001783,-2.241916,-3.085661,0.121844,0.295512,-0.421357,-0.616775,-0.605680,1.730322,-0.382643,-0.057964,1.029180,0.539765,-1.513831,-1.059212,-0.951074,0.475335,-1.780626,0.948143,-2.245586,1.274440,-0.254476,-2.773815,0.461272,-0.337815,2.111296,-0.458025,-0.450994,0.630876,-0.464767,1.228857,-0.909690,-0.312072,0.205456,1.021625,1.744861,-0.326536,-0.800335,0.753417,-1.151681,-0.095341,0.621347,-1.556951,-1.236478,0.250628,-1.055990,-0.225493,-0.516117,-1.134171,0.293949,0.468540,0.776229,2.792209,0.091168,-1.177226,2.404838,-0.305954,-0.498987,-1.050055,-0.602624,-0.500261,1.782906,0.039714,0.808571,-0.032042,-1.794144,-0.774204,-0.667333,0.461078,-0.179620,-0.558796,1.000000
1.290758,-1.262770,0.724137,0.278800,1.784775,1.141211,0.423889,0.910418,-0.738697,-0.928792,0.837831,1.026895,-1.056031,-0.538574,2.022590,-1.198951,-0.257300,1.202577,-1.627005,0.972057,-1.496159,-1.073328,0.600213,-0.817682,2.068226,-0.978741,-0.101995,2.587909,-0.169123,0.415827,0.758824,-2.303558,-0.918212,0.698920,1.252541,-0.965783,-0.466759,-0.547905,-0.461206,0.957932,0.504288,-0.507009,1.807609,-1.216897,-0.660213,0.654431,-1.397805,0.272421,-1.335862,-0.818605,-0.842433,1.573734,2.935658,-1.470490,-0.412479,0.750873,-0.428848,0.506158,1.082112,-0.775875,0.819373,0.783359,0.696323,-0.013305,0.857899,-0.513901,-0.208668,1.322744,-1.133830,1.092107,-0.779019,0.013450,1.191086,-0.641081,-0.599822,-1.199725,-0.605156,0.360393,0.415837,-0.851662,0.179914,-0.256945,0.307832,-0.129034,0.553570,0.417465,-0.312668,-1.558787,1.618788,1.363377,-0.758971,-0.224853,0.659054,-1.482984,0.290965,0.599578,0.079574,0.078964,0.456688,-0.409801,1.000000
1.090183,0.124752,0.659650,1.021623,-0.764187,0.588439,-0.633231,0.450613,-1.406943,0.644595,-0.617212,-0.169852,-0.177596,-0.541007,0.110886,-0.523576,-0.128546,-1.773970,-0.441849,-0.057041,-2.384307,-1.975963,0.033903,-1.349773,-0.020099,0.533207,0.107057,-0.748096,0.428342,-0.019794,-0.384457,-0.699600,0.745151,-0.021245,1.704592,-0.850613,0.755666,-0.203461,0.883600,-1.190408,1.150267,1.118550,0.925975,-0.482314,-0.490898,-0.612983,-0.771200,0.976041,-0.036590,-0.277514,-0.345147,0.082773,-0.382452,-0.326673,0.319965,0.687933,-0.570314,-0.091076,-0.651675,1.515445,-0.601944,0.249418,-0.411025,1.183987,0.430862,-0.526532,-0.378760,0.134166,1.768169,-1.036309,-1.108112,0.876174,-0.628654,-0.373368,0.341825,-1.967325,1.959837,-1.531535,-1.179108,1.599471,-0.686050,0.655892,0.963907,-2.194382,-1.275683,1.399486,2.082660,-0.060038,-0.183301,1.098983,0.703143,-0.709431,-0.500198,-0.221888,-0.205284,1.636740,-0.711462,0.381734,0.036783,0.293538,1.000000
-0.440902,-1.078315,-0.352546,-0.583166,1.544841,-1.088016,0.433748,1.506147,-1.681969,0.064791,1.985676,0.273660,0.504365,0.636870,-1.439608,1.794525,-0.858216,-0.312929,0.478038,-0.828294,-2.458169,1.477720,-1.704622,-1.104452,-0.495215,1.313473,0.123529,-1.116451,1.599123,0.175674,0.305085,1.584634,-0.980765,0.459204,0.139821,-1.771897,-0.671015,0.433750,-0.965103,-0.083134,0.041542,0.458318,0.823423,-0.968484,0.817941,0.124385,-0.304345,0.885577,0.215669,-0.052474,-0.216732,-0.438850,0.765437,-0.656835,-0.222575,-0.259222,0.245499,0.945633,-0.546264,0.358918,0.457542,-0.310396,-0.400120,0.120199,-2.102601,-0.714807,1.405648,-0.113657,0.433542,-0.276335,0.238499,0.604097,-1.364676,1.848663,0.450812,0.987862,0.770050,0.822989,-0.255187,-0.107445,0.618556,-0.541299,-1.976822,0.562911,-0.673540,1.781685,0.200739,0.209686,0.599090,-1.381769,-0.076865,1.361007,-1.307643,-1.095839,-1.073693,1.566855,0.673134,-1.039793,-1.139062,0.917768,0.000000
0.786121,2.397024,1.978651,0.712805,1.086916,-0.415017,0.204445,1.076665,1.203959,2.706688,-1.209422,-0.379891,-0.538526,0.148531,1.055798,2.391873,-0.725888,-0.522130,1.585775,-2.227800,-1.457305,0.589370,-1.482073,-0.996867,2.071171,-0.564360,-0.828206,1.797545,-0.398339,-0.352305,-2.289227,1.535577,0.423458,0.405030,-0.324072,-0.322676,-1.155030,1.501277,1.770796,0.157039,-1.799840,0.428059,0.071231,0.062945,0.024989,-0.679290,-1.740679,1.405056,-0.514865,0.921189,0.315310,0.175414,1.062572,0.899042,0.648802,0.266826,0.074852,-0.904139,0.299196,0.482040,0.274931,0.843989,0.784367,1.477693,0.550679,0.112338,0.541583,0.530423,-0.605570,-0.332178,-1.541033,-0.931158,-0.671976,-0.470830,-0.285765,-0.463797,-0.379731,-0.976678,0.273522,-1.093768,-1.547279,1.515176,-0.125175,-0.183317,0.868175,1.370696,0.176213,-1.116290,0.174516,-0.375295,0.717170,-1.197055,0.541379,0.759913,-0.486136,0.115861,2.085030,0.724094,0.347066,-0.969279,1.000000
-0.123733,-1.114046,0.370061,0.590422,1.239584,0.963679,-0.284155,-2.086478,-0.947893,0.604121,1.081985,0.408053,-0.823935,0.894647,0.764030,-0.918127,-1.143019,-0.790899,-0.834323,-0.179093,-0.360039,-1.479444,-0.973379,-1.978225,0.000683,-0.150243,-1.349576,0.457806,0.312378,-0.825654,-1.257868,-1.878116,-0.728077,-0.182569,-1.542802,1.194763,-1.372859,0.266818,-0.235344,1.007133,-1.222895,-1.293508,0.336145,0.149363,-0.578186,0.111373,0.782130,0.596441,-0.339122,0.744186,-0.415214,0.160490,2.303639,-0.811001,1.897767,0.034027,1.259233,-0.227476,0.820158,0.258661,-0.985804,-0.035008,0.731380,0.395820,1.029457,-0.695695,-0.142147,0.373349,0.046935,0.421546,-0.632755,-0.396230,-0.235970,0.782874,0.692856,-0.496932,0.007178,1.920368,1.146441,0.072874,-0.779853,-0.719109,2.049812,-0.064689,0.872315,-0.634286,0.338687,0.734638,0.444774,0.364140,0.073197,1.068379,-0.431126,0.351480,0.071254,0.550798,1.192735,0.212740,2.212531,-0.989958,0.000000
-0.514417,1.763404,0.723799,0.924578,-0.650474,-0.529887,1.473738,-0.503931,-0.507692,-0.544623,-1.468022,-0.072329,0.048684,1.120057,0.407418,1.354893,-0.441690,-0.222394,-0.170593,-0.477406,-0.731633,-0.622065,-0.491224,-3.335902,-0.363249,-0.005723,0.983178,0.910492,2.228154,0.486886,0.335218,1.449809,0.193922,1.077360,0.639428,-2.486167,0.791154,0.895460,1.087571,0.674505,-0.383753,0.522767,-0.275182,-0.901565,0.189350,1.045803,0.847111,0.815854,0.837209,-1.090754,0.012390,1.311602,-0.272000,-1.521442,-1.026434,0.210872,0.822156,-0.328070,-0.645849,-0.361464,-0.262849,1.684170,0.943769,-1.374399,2.024029,0.925291,0.233288,-0.370796,1.283889,-0.751027,0.892841,1.249821,0.415923,0.194839,0.069781,-1.161244,-1.372791,-0.287707,0.267211,0.821616,-0.654984,0.463460,0.389848,-1.726803,-0.099760,0.252927,-0.161127,0.307962,-0.701064,-0.768194,-2.348068,-0.501894,-0.697079,0.456771,2.111613,-0.737626,-0.162528,-0.379479,-0.845934,-0.260871,1.000000
1.478514,-0.405503,0.767509,-1.157713,-0.954869,-1.133739,-0.110365,0.936154,-0.308148,0.864391,0.672970,-0.920359,-1.610022,1.409046,-0.048320,-0.170173,-0.138501,-0.212720,-1.793154,-0.853920,-1.089513,-0.607521,-0.239455,-0.424476,-0.248251,0.552125,0.294577,-1.046619,-0.542697,-0.135873,0.745857,0.963532,-1.434581,0.155246,-1.537026,-0.195593,0.549127,0.421827,-2.585395,-0.273132,-0.153898,0.173068,1.349324,0.293157,1.064289,-1.439705,0.309278,-0.965668,1.526216,-0.288658,-0.646836,0.700595,-0.320624,-0.220789,0.874740,-0.629200,-0.715967,1.538016,1.170192,0.533981,0.319928,1.376232,-0.184611,1.962068,-0.758464,1.284080,0.510736,0.106505,-0.502587,-0.290030,2.184231,-1.540758,0.258203,-0.236852,-0.792004,0.317363,-0.010556,1.512068,0.085046,-0.443219,0.230460,0.327593,-0.776862,-0.005041,-0.979416,-0.161865,-1.017949,-1.193379,-1.062240,1.353452,-1.525615,-1.221297,-0.134198,-0.529993,-0.539430,1.057059,0.919261,-1.778203,0.123458,0.351091,0.000000
